HOG,align_pos,gene_name,gene_codon,genome_coords,poly_nucl,poly_aa
Tbi__HOG_24061,585,TBI_00990-RA,415,4_Tbi_b3v08_scaf000040_pos_617289;4_Tbi_b3v08_scaf000040_pos_617288;4_Tbi_b3v08_scaf000040_pos_617287,fixed,fixed
Tbi__HOG_24061,586,TBI_00990-RA,416,4_Tbi_b3v08_scaf000040_pos_617286;4_Tbi_b3v08_scaf000040_pos_617285;4_Tbi_b3v08_scaf000040_pos_617284,fixed,fixed
Tbi__HOG_24061,587,TBI_00990-RA,417,4_Tbi_b3v08_scaf000040_pos_617283;4_Tbi_b3v08_scaf000040_pos_617282;4_Tbi_b3v08_scaf000040_pos_617281,fixed,fixed
Tbi__HOG_2491,272,TBI_01251-RA,208,4_Tbi_b3v08_scaf000951_pos_85985;4_Tbi_b3v08_scaf000951_pos_85986;4_Tbi_b3v08_scaf000951_pos_85987,fixed,fixed
Tbi__HOG_2491,273,TBI_01251-RA,209,4_Tbi_b3v08_scaf000951_pos_85988;4_Tbi_b3v08_scaf000951_pos_85989;4_Tbi_b3v08_scaf000951_pos_85990,fixed,fixed
Tbi__HOG_2491,276,TBI_01251-RA,212,4_Tbi_b3v08_scaf000951_pos_85997;4_Tbi_b3v08_scaf000951_pos_85998;4_Tbi_b3v08_scaf000951_pos_85999,fixed,fixed
Tbi__HOG_27,29,TBI_06694-RA,2,4_Tbi_b3v08_scaf006266_pos_1184;4_Tbi_b3v08_scaf006266_pos_1185;4_Tbi_b3v08_scaf006266_pos_1186,fixed,fixed
Tbi__HOG_27,34,TBI_06694-RA,7,4_Tbi_b3v08_scaf006266_pos_1199;4_Tbi_b3v08_scaf006266_pos_1200;4_Tbi_b3v08_scaf006266_pos_1201,fixed,fixed
Tbi__HOG_27,35,TBI_06694-RA,8,4_Tbi_b3v08_scaf006266_pos_1202;4_Tbi_b3v08_scaf006266_pos_1203;4_Tbi_b3v08_scaf006266_pos_1204,fixed,fixed
Tbi__HOG_3494,458,TBI_06662-RA,172,4_Tbi_b3v08_scaf004234_pos_17202;4_Tbi_b3v08_scaf004234_pos_17201;4_Tbi_b3v08_scaf004234_pos_17200,fixed,fixed
Tbi__HOG_3494,1119,TBI_06662-RA,661,4_Tbi_b3v08_scaf004234_pos_4925;4_Tbi_b3v08_scaf004234_pos_4924;4_Tbi_b3v08_scaf004234_pos_4923,poly,poly
Tbi__HOG_3494,1143,TBI_06662-RA,685,4_Tbi_b3v08_scaf004234_pos_4853;4_Tbi_b3v08_scaf004234_pos_4852;4_Tbi_b3v08_scaf004234_pos_4851,poly,fixed
Tbi__HOG_3494,1164,TBI_06662-RA,706,4_Tbi_b3v08_scaf004234_pos_4790;4_Tbi_b3v08_scaf004234_pos_4789;4_Tbi_b3v08_scaf004234_pos_4788,poly,fixed
Tbi__HOG_3494,1169,TBI_06662-RA,711,4_Tbi_b3v08_scaf004234_pos_4775;4_Tbi_b3v08_scaf004234_pos_4774;4_Tbi_b3v08_scaf004234_pos_4773,poly,fixed
Tbi__HOG_3494,1175,TBI_06662-RA,717,4_Tbi_b3v08_scaf004234_pos_4757;4_Tbi_b3v08_scaf004234_pos_4756;4_Tbi_b3v08_scaf004234_pos_4755,poly,fixed
Tbi__HOG_3792,1252,TBI_07445-RA,788,4_Tbi_b3v08_scaf001147_pos_109525;4_Tbi_b3v08_scaf001147_pos_109526;4_Tbi_b3v08_scaf001147_pos_109527,fixed,fixed
Tbi__HOG_4101,1350,TBI_05143-RA,854,4_Tbi_b3v08_scaf000946_pos_164903;4_Tbi_b3v08_scaf000946_pos_164902;4_Tbi_b3v08_scaf000946_pos_164901,fixed,fixed
Tbi__HOG_4134,355,TBI_01980-RA,206,4_Tbi_b3v08_scaf001475_pos_48664;4_Tbi_b3v08_scaf001475_pos_48663;4_Tbi_b3v08_scaf001475_pos_48662,poly,fixed
Tbi__HOG_4134,356,TBI_01980-RA,207,4_Tbi_b3v08_scaf001475_pos_48661;4_Tbi_b3v08_scaf001475_pos_48660;4_Tbi_b3v08_scaf001475_pos_48659,fixed,fixed
Tbi__HOG_4134,358,TBI_01980-RA,209,4_Tbi_b3v08_scaf001475_pos_48655;4_Tbi_b3v08_scaf001475_pos_48654;4_Tbi_b3v08_scaf001475_pos_48653,fixed,fixed
Tbi__HOG_414,256,TBI_13676-RA,60,4_Tbi_b3v08_scaf050933_pos_655;4_Tbi_b3v08_scaf050933_pos_654;4_Tbi_b3v08_scaf050933_pos_653,fixed,fixed
Tbi__HOG_4739,1650,TBI_00121-RA,1336,4_Tbi_b3v08_scaf000022_pos_76250;4_Tbi_b3v08_scaf000022_pos_76249;4_Tbi_b3v08_scaf000022_pos_76248,fixed,fixed
Tbi__HOG_4739,1653,TBI_00121-RA,1339,4_Tbi_b3v08_scaf000022_pos_76241;4_Tbi_b3v08_scaf000022_pos_76240;4_Tbi_b3v08_scaf000022_pos_76239,fixed,fixed
Tbi__HOG_5681,908,TBI_00039-RA,257,4_Tbi_b3v08_scaf000003_pos_966563;4_Tbi_b3v08_scaf000003_pos_966562;4_Tbi_b3v08_scaf000003_pos_966561,fixed,fixed
Tbi__HOG_5681,910,TBI_00039-RA,259,4_Tbi_b3v08_scaf000003_pos_966557;4_Tbi_b3v08_scaf000003_pos_966556;4_Tbi_b3v08_scaf000003_pos_966555,fixed,fixed
Tbi__HOG_5681,913,TBI_00039-RA,262,4_Tbi_b3v08_scaf000003_pos_966548;4_Tbi_b3v08_scaf000003_pos_966547;4_Tbi_b3v08_scaf000003_pos_966546,fixed,fixed
Tbi__HOG_5681,915,TBI_00039-RA,264,4_Tbi_b3v08_scaf000003_pos_966542;4_Tbi_b3v08_scaf000003_pos_966541;4_Tbi_b3v08_scaf000003_pos_966540,fixed,fixed
Tbi__HOG_6038,118,TBI_12949-RA,118,4_Tbi_b3v08_scaf016931_pos_2891;4_Tbi_b3v08_scaf016931_pos_2892;4_Tbi_b3v08_scaf016931_pos_2893,fixed,fixed
Tbi__HOG_6918,1166,TBI_06152-RA,745,4_Tbi_b3v08_scaf001237_pos_114692;4_Tbi_b3v08_scaf001237_pos_114693;4_Tbi_b3v08_scaf001237_pos_114694,poly,fixed
Tbi__HOG_6969,595,TBI_11930-RA,2,4_Tbi_b3v08_scaf010996_pos_17;4_Tbi_b3v08_scaf010996_pos_18;4_Tbi_b3v08_scaf010996_pos_19,fixed,fixed
Tbi__HOG_6969,596,TBI_11930-RA,3,4_Tbi_b3v08_scaf010996_pos_20;4_Tbi_b3v08_scaf010996_pos_21;4_Tbi_b3v08_scaf010996_pos_22,fixed,fixed
Tbi__HOG_994,171,TBI_08690-RA,31,4_Tbi_b3v08_scaf000157_pos_310955;4_Tbi_b3v08_scaf000157_pos_310956;4_Tbi_b3v08_scaf000157_pos_310957,fixed,fixed
Tbi__HOG_994,172,TBI_08690-RA,32,4_Tbi_b3v08_scaf000157_pos_310958;4_Tbi_b3v08_scaf000157_pos_310959;4_Tbi_b3v08_scaf000157_pos_310960,fixed,fixed
Tbi__HOG_994,399,TBI_08690-RA,259,4_Tbi_b3v08_scaf000157_pos_313220;4_Tbi_b3v08_scaf000157_pos_313221;4_Tbi_b3v08_scaf000157_pos_313222,poly,poly
Tbi__HOG_994,576,TBI_08690-RA,436,4_Tbi_b3v08_scaf000157_pos_327686;4_Tbi_b3v08_scaf000157_pos_327687;4_Tbi_b3v08_scaf000157_pos_327688,fixed,fixed
Tbi__HOG_994,577,TBI_08690-RA,437,4_Tbi_b3v08_scaf000157_pos_327689;4_Tbi_b3v08_scaf000157_pos_327690;4_Tbi_b3v08_scaf000157_pos_327691,fixed,fixed
Tbi__HOG_1060,1,TBI_03121-RA,1,4_Tbi_b3v08_scaf000991_pos_191977;4_Tbi_b3v08_scaf000991_pos_191976;4_Tbi_b3v08_scaf000991_pos_191975,fixed,fixed
Tbi__HOG_12921,414,TBI_04483-RB,23,4_Tbi_b3v08_scaf002310_pos_19811;4_Tbi_b3v08_scaf002310_pos_19812;4_Tbi_b3v08_scaf002310_pos_19813,fixed,fixed
Tbi__HOG_13930,279,TBI_05006-RA,154,4_Tbi_b3v08_scaf000447_pos_104734;4_Tbi_b3v08_scaf000447_pos_104733;4_Tbi_b3v08_scaf000447_pos_104732,poly,fixed
Tbi__HOG_14805,2288,TBI_00813-RA,548,4_Tbi_b3v08_scaf000248_pos_113029;4_Tbi_b3v08_scaf000248_pos_113030;4_Tbi_b3v08_scaf000248_pos_113031,poly,poly
Tbi__HOG_15216,401,TBI_07092-RA,202,4_Tbi_b3v08_scaf004881_pos_47224;4_Tbi_b3v08_scaf004881_pos_47223;4_Tbi_b3v08_scaf004881_pos_47222,fixed,fixed
Tbi__HOG_1553,9,TBI_06572-RA,3,4_Tbi_b3v08_scaf002836_pos_87636;4_Tbi_b3v08_scaf002836_pos_87635;4_Tbi_b3v08_scaf002836_pos_87634,fixed,fixed
Tbi__HOG_16095,711,TBI_01327-RA,553,4_Tbi_b3v08_scaf000154_pos_73066;4_Tbi_b3v08_scaf000154_pos_73065;4_Tbi_b3v08_scaf000154_pos_73064,fixed,fixed
Tbi__HOG_16095,892,TBI_01327-RA,717,4_Tbi_b3v08_scaf000154_pos_71840;4_Tbi_b3v08_scaf000154_pos_70169;4_Tbi_b3v08_scaf000154_pos_70168,fixed,fixed
Tbi__HOG_16095,895,TBI_01327-RA,720,4_Tbi_b3v08_scaf000154_pos_70161;4_Tbi_b3v08_scaf000154_pos_70160;4_Tbi_b3v08_scaf000154_pos_70159,fixed,fixed
Tbi__HOG_16217,704,TBI_06941-RA,360,4_Tbi_b3v08_scaf002324_pos_42732;4_Tbi_b3v08_scaf002324_pos_42733;4_Tbi_b3v08_scaf002324_pos_42734,fixed,fixed
Tbi__HOG_1640,2,TBI_05121-RA,2,4_Tbi_b3v08_scaf000007_pos_874128;4_Tbi_b3v08_scaf000007_pos_874127;4_Tbi_b3v08_scaf000007_pos_874126,fixed,fixed
Tbi__HOG_16476,737,TBI_10242-RA,471,4_Tbi_b3v08_scaf006658_pos_4093;4_Tbi_b3v08_scaf006658_pos_4092;4_Tbi_b3v08_scaf006658_pos_4091,fixed,fixed
Tbi__HOG_16476,738,TBI_10242-RA,472,4_Tbi_b3v08_scaf006658_pos_4090;4_Tbi_b3v08_scaf006658_pos_4089;4_Tbi_b3v08_scaf006658_pos_4088,fixed,fixed
Tbi__HOG_16476,765,TBI_10242-RA,476,4_Tbi_b3v08_scaf006658_pos_4078;4_Tbi_b3v08_scaf006658_pos_4077;4_Tbi_b3v08_scaf006658_pos_4076,fixed,fixed
Tbi__HOG_16534,320,TBI_10551-RA,25,4_Tbi_b3v08_scaf004465_pos_52053;4_Tbi_b3v08_scaf004465_pos_52052;4_Tbi_b3v08_scaf004465_pos_52051,fixed,fixed
Tbi__HOG_16534,321,TBI_10551-RA,26,4_Tbi_b3v08_scaf004465_pos_52050;4_Tbi_b3v08_scaf004465_pos_52049;4_Tbi_b3v08_scaf004465_pos_52048,fixed,fixed
Tbi__HOG_16675,659,TBI_03311-RB,374,4_Tbi_b3v08_scaf001000_pos_72490;4_Tbi_b3v08_scaf001000_pos_72489;4_Tbi_b3v08_scaf001000_pos_72488,fixed,fixed
Tbi__HOG_16675,660,TBI_03311-RB,375,4_Tbi_b3v08_scaf001000_pos_72487;4_Tbi_b3v08_scaf001000_pos_72486;4_Tbi_b3v08_scaf001000_pos_72485,fixed,fixed
Tbi__HOG_16675,663,TBI_03311-RB,378,4_Tbi_b3v08_scaf001000_pos_72478;4_Tbi_b3v08_scaf001000_pos_72477;4_Tbi_b3v08_scaf001000_pos_72476,fixed,fixed
Tbi__HOG_16890,804,TBI_02717-RA,2,4_Tbi_b3v08_scaf000562_pos_99703;4_Tbi_b3v08_scaf000562_pos_99704;4_Tbi_b3v08_scaf000562_pos_99705,fixed,fixed
Tbi__HOG_17307,2,TBI_04867-RA,2,4_Tbi_b3v08_scaf001759_pos_48083;4_Tbi_b3v08_scaf001759_pos_48084;4_Tbi_b3v08_scaf001759_pos_48085,fixed,fixed
Tbi__HOG_1731,331,TBI_06645-RA,286,4_Tbi_b3v08_scaf003820_pos_8203;4_Tbi_b3v08_scaf003820_pos_8202;4_Tbi_b3v08_scaf003820_pos_8201,fixed,fixed
Tbi__HOG_17324,69,TBI_08128-RA,66,4_Tbi_b3v08_scaf004803_pos_14472;4_Tbi_b3v08_scaf004803_pos_14473;4_Tbi_b3v08_scaf004803_pos_14474,fixed,fixed
Tbi__HOG_17464,905,TBI_00918-RA,628,4_Tbi_b3v08_scaf000770_pos_31089;4_Tbi_b3v08_scaf000770_pos_31088;4_Tbi_b3v08_scaf000770_pos_31087,fixed,fixed
Tbi__HOG_18230,474,TBI_10485-RA,424,4_Tbi_b3v08_scaf003884_pos_559;4_Tbi_b3v08_scaf003884_pos_558;4_Tbi_b3v08_scaf003884_pos_557,fixed,fixed
Tbi__HOG_18929,394,TBI_05247-RA,21,4_Tbi_b3v08_scaf001139_pos_5229;4_Tbi_b3v08_scaf001139_pos_5230;4_Tbi_b3v08_scaf001139_pos_5231,fixed,fixed
Tbi__HOG_18929,397,TBI_05247-RA,24,4_Tbi_b3v08_scaf001139_pos_5238;4_Tbi_b3v08_scaf001139_pos_5239;4_Tbi_b3v08_scaf001139_pos_5240,fixed,fixed
Tbi__HOG_18929,442,TBI_05247-RA,31,4_Tbi_b3v08_scaf001139_pos_5259;4_Tbi_b3v08_scaf001139_pos_5260;4_Tbi_b3v08_scaf001139_pos_5261,fixed,fixed
Tbi__HOG_18929,445,TBI_05247-RA,34,4_Tbi_b3v08_scaf001139_pos_5268;4_Tbi_b3v08_scaf001139_pos_5269;4_Tbi_b3v08_scaf001139_pos_5270,fixed,fixed
Tbi__HOG_18929,524,TBI_05247-RA,112,4_Tbi_b3v08_scaf001139_pos_12941;4_Tbi_b3v08_scaf001139_pos_12942;4_Tbi_b3v08_scaf001139_pos_12943,fixed,fixed
Tbi__HOG_18929,525,TBI_05247-RA,113,4_Tbi_b3v08_scaf001139_pos_12944;4_Tbi_b3v08_scaf001139_pos_12945;4_Tbi_b3v08_scaf001139_pos_12946,fixed,fixed
Tbi__HOG_18929,526,TBI_05247-RA,114,4_Tbi_b3v08_scaf001139_pos_12947;4_Tbi_b3v08_scaf001139_pos_12948;4_Tbi_b3v08_scaf001139_pos_12949,fixed,fixed
Tbi__HOG_19000,230,TBI_05655-RA,95,4_Tbi_b3v08_scaf002781_pos_15725;4_Tbi_b3v08_scaf002781_pos_15726;4_Tbi_b3v08_scaf002781_pos_15727,fixed,fixed
Tbi__HOG_19000,231,TBI_05655-RA,96,4_Tbi_b3v08_scaf002781_pos_15728;4_Tbi_b3v08_scaf002781_pos_15729;4_Tbi_b3v08_scaf002781_pos_15730,fixed,fixed
Tbi__HOG_19000,232,TBI_05655-RA,97,4_Tbi_b3v08_scaf002781_pos_15731;4_Tbi_b3v08_scaf002781_pos_15732;4_Tbi_b3v08_scaf002781_pos_15733,fixed,fixed
Tbi__HOG_19182,558,TBI_07702-RA,441,4_Tbi_b3v08_scaf001176_pos_24249;4_Tbi_b3v08_scaf001176_pos_24248;4_Tbi_b3v08_scaf001176_pos_24247,fixed,fixed
Tbi__HOG_19317,377,TBI_08425-RA,67,4_Tbi_b3v08_scaf003257_pos_48516;4_Tbi_b3v08_scaf003257_pos_48515;4_Tbi_b3v08_scaf003257_pos_48514,fixed,fixed
Tbi__HOG_19317,379,TBI_08425-RA,69,4_Tbi_b3v08_scaf003257_pos_48510;4_Tbi_b3v08_scaf003257_pos_48509;4_Tbi_b3v08_scaf003257_pos_48508,fixed,fixed
Tbi__HOG_19389,1401,TBI_07758-RA,1016,4_Tbi_b3v08_scaf001601_pos_77970;4_Tbi_b3v08_scaf001601_pos_77969;4_Tbi_b3v08_scaf001601_pos_77968,fixed,fixed
Tbi__HOG_19389,1405,TBI_07758-RA,1020,4_Tbi_b3v08_scaf001601_pos_77958;4_Tbi_b3v08_scaf001601_pos_77957;4_Tbi_b3v08_scaf001601_pos_77956,fixed,fixed
Tbi__HOG_19413,2,TBI_07867-RA,2,4_Tbi_b3v08_scaf003581_pos_27114;4_Tbi_b3v08_scaf003581_pos_27115;4_Tbi_b3v08_scaf003581_pos_27116,fixed,fixed
Tbi__HOG_19490,277,TBI_06513-RA,182,4_Tbi_b3v08_scaf000922_pos_77133;4_Tbi_b3v08_scaf000922_pos_77134;4_Tbi_b3v08_scaf000922_pos_77135,fixed,fixed
Tbi__HOG_19901,306,TBI_13062-RA,19,4_Tbi_b3v08_scaf011882_pos_7155;4_Tbi_b3v08_scaf011882_pos_7154;4_Tbi_b3v08_scaf011882_pos_7153,fixed,fixed
Tbi__HOG_19901,310,TBI_13062-RA,23,4_Tbi_b3v08_scaf011882_pos_7143;4_Tbi_b3v08_scaf011882_pos_7142;4_Tbi_b3v08_scaf011882_pos_7141,fixed,fixed
Tbi__HOG_19901,313,TBI_13062-RA,26,4_Tbi_b3v08_scaf011882_pos_7134;4_Tbi_b3v08_scaf011882_pos_7133;4_Tbi_b3v08_scaf011882_pos_7132,fixed,fixed
Tbi__HOG_19901,482,TBI_13062-RA,36,4_Tbi_b3v08_scaf011882_pos_7104;4_Tbi_b3v08_scaf011882_pos_7103;4_Tbi_b3v08_scaf011882_pos_7102,fixed,fixed
Tbi__HOG_19992,834,TBI_07213-RA,459,4_Tbi_b3v08_scaf003737_pos_56577;4_Tbi_b3v08_scaf003737_pos_56576;4_Tbi_b3v08_scaf003737_pos_56575,fixed,fixed
Tbi__HOG_2,10611,TBI_00668-RA,5015,4_Tbi_b3v08_scaf001563_pos_139824;4_Tbi_b3v08_scaf001563_pos_139825;4_Tbi_b3v08_scaf001563_pos_139826,fixed,fixed
Tbi__HOG_2,10612,TBI_00668-RA,5016,4_Tbi_b3v08_scaf001563_pos_139827;4_Tbi_b3v08_scaf001563_pos_139828;4_Tbi_b3v08_scaf001563_pos_139829,fixed,fixed
Tbi__HOG_20640,580,TBI_02199-RA,2,4_Tbi_b3v08_scaf001301_pos_157308;4_Tbi_b3v08_scaf001301_pos_157307;4_Tbi_b3v08_scaf001301_pos_157306,fixed,fixed
Tbi__HOG_20680,1459,TBI_06640-RA,391,4_Tbi_b3v08_scaf003312_pos_35532;4_Tbi_b3v08_scaf003312_pos_35531;4_Tbi_b3v08_scaf003312_pos_35530,fixed,fixed
Tbi__HOG_21572,751,TBI_04194-RA,368,4_Tbi_b3v08_scaf001448_pos_93498;4_Tbi_b3v08_scaf001448_pos_93497;4_Tbi_b3v08_scaf001448_pos_93496,fixed,fixed
Tbi__HOG_21734,903,TBI_03698-RA,2,4_Tbi_b3v08_scaf002262_pos_81304;4_Tbi_b3v08_scaf002262_pos_81305;4_Tbi_b3v08_scaf002262_pos_81306,fixed,fixed
Tbi__HOG_21734,904,TBI_03698-RA,3,4_Tbi_b3v08_scaf002262_pos_81307;4_Tbi_b3v08_scaf002262_pos_81308;4_Tbi_b3v08_scaf002262_pos_81499,fixed,fixed
Tbi__HOG_22029,218,TBI_08142-RA,103,4_Tbi_b3v08_scaf003587_pos_49349;4_Tbi_b3v08_scaf003587_pos_49350;4_Tbi_b3v08_scaf003587_pos_49351,fixed,fixed
Tbi__HOG_22029,258,TBI_08142-RA,104,4_Tbi_b3v08_scaf003587_pos_49352;4_Tbi_b3v08_scaf003587_pos_49353;4_Tbi_b3v08_scaf003587_pos_49354,fixed,fixed
Tbi__HOG_22029,477,TBI_08142-RA,323,4_Tbi_b3v08_scaf003587_pos_65915;4_Tbi_b3v08_scaf003587_pos_65916;4_Tbi_b3v08_scaf003587_pos_65917,fixed,fixed
Tbi__HOG_22484,508,TBI_09940-RA,25,4_Tbi_b3v08_scaf007405_pos_5247;4_Tbi_b3v08_scaf007405_pos_6455;4_Tbi_b3v08_scaf007405_pos_6456,fixed,fixed
Tbi__HOG_22484,509,TBI_09940-RA,26,4_Tbi_b3v08_scaf007405_pos_6457;4_Tbi_b3v08_scaf007405_pos_6458;4_Tbi_b3v08_scaf007405_pos_6459,fixed,fixed
Tbi__HOG_22484,510,TBI_09940-RA,27,4_Tbi_b3v08_scaf007405_pos_6460;4_Tbi_b3v08_scaf007405_pos_6461;4_Tbi_b3v08_scaf007405_pos_6462,fixed,fixed
Tbi__HOG_22484,549,TBI_09940-RA,28,4_Tbi_b3v08_scaf007405_pos_8382;4_Tbi_b3v08_scaf007405_pos_8383;4_Tbi_b3v08_scaf007405_pos_8384,poly,poly
Tbi__HOG_22608,431,TBI_01588-RA,384,4_Tbi_b3v08_scaf000156_pos_334008;4_Tbi_b3v08_scaf000156_pos_334007;4_Tbi_b3v08_scaf000156_pos_334006,fixed,fixed
Tbi__HOG_22704,745,TBI_13224-RA,368,4_Tbi_b3v08_scaf001680_pos_145934;4_Tbi_b3v08_scaf001680_pos_145935;4_Tbi_b3v08_scaf001680_pos_145936,fixed,fixed
Tbi__HOG_22808,1145,TBI_11835-RA,410,4_Tbi_b3v08_scaf001501_pos_117290;4_Tbi_b3v08_scaf001501_pos_117289;4_Tbi_b3v08_scaf001501_pos_117288,fixed,fixed
Tbi__HOG_22808,1146,TBI_11835-RA,411,4_Tbi_b3v08_scaf001501_pos_117287;4_Tbi_b3v08_scaf001501_pos_117286;4_Tbi_b3v08_scaf001501_pos_117285,fixed,fixed
Tbi__HOG_23099,281,TBI_00314-RA,3,4_Tbi_b3v08_scaf000060_pos_12965;4_Tbi_b3v08_scaf000060_pos_12964;4_Tbi_b3v08_scaf000060_pos_12963,fixed,fixed
Tbi__HOG_23099,282,TBI_00314-RA,4,4_Tbi_b3v08_scaf000060_pos_12962;4_Tbi_b3v08_scaf000060_pos_12961;4_Tbi_b3v08_scaf000060_pos_12960,fixed,fixed
Tbi__HOG_23099,283,TBI_00314-RA,5,4_Tbi_b3v08_scaf000060_pos_12959;4_Tbi_b3v08_scaf000060_pos_12958;4_Tbi_b3v08_scaf000060_pos_12957,fixed,fixed
Tbi__HOG_23634,115,TBI_02446-RA,25,4_Tbi_b3v08_scaf001252_pos_48863;4_Tbi_b3v08_scaf001252_pos_47706;4_Tbi_b3v08_scaf001252_pos_47705,fixed,fixed
Tbi__HOG_23634,280,TBI_02446-RA,178,4_Tbi_b3v08_scaf001252_pos_46890;4_Tbi_b3v08_scaf001252_pos_46889;4_Tbi_b3v08_scaf001252_pos_46888,poly,poly
Tbi__HOG_2675,107,TBI_10941-RA,98,4_Tbi_b3v08_scaf002659_pos_24266;4_Tbi_b3v08_scaf002659_pos_17415;4_Tbi_b3v08_scaf002659_pos_17414,fixed,fixed
Tbi__HOG_2675,108,TBI_10941-RA,99,4_Tbi_b3v08_scaf002659_pos_17413;4_Tbi_b3v08_scaf002659_pos_17412;4_Tbi_b3v08_scaf002659_pos_17411,fixed,fixed
Tbi__HOG_2675,168,TBI_10941-RA,103,4_Tbi_b3v08_scaf002659_pos_17401;4_Tbi_b3v08_scaf002659_pos_17400;4_Tbi_b3v08_scaf002659_pos_17399,fixed,fixed
Tbi__HOG_3981,193,TBI_00992-RB,28,4_Tbi_b3v08_scaf000040_pos_645252;4_Tbi_b3v08_scaf000040_pos_645253;4_Tbi_b3v08_scaf000040_pos_645254,fixed,fixed
Tbi__HOG_4544,104,TBI_07828-RA,102,4_Tbi_b3v08_scaf004226_pos_34864;4_Tbi_b3v08_scaf004226_pos_34865;4_Tbi_b3v08_scaf004226_pos_34866,fixed,fixed
Tbi__HOG_4544,105,TBI_07828-RA,103,4_Tbi_b3v08_scaf004226_pos_34867;4_Tbi_b3v08_scaf004226_pos_34868;4_Tbi_b3v08_scaf004226_pos_34869,fixed,fixed
Tbi__HOG_6632,2818,TBI_10197-RA,62,4_Tbi_b3v08_scaf002432_pos_65096;4_Tbi_b3v08_scaf002432_pos_65097;4_Tbi_b3v08_scaf002432_pos_65098,fixed,fixed
Tbi__HOG_733,326,TBI_08681-RA,205,4_Tbi_b3v08_scaf005190_pos_32592;4_Tbi_b3v08_scaf005190_pos_32591;4_Tbi_b3v08_scaf005190_pos_32590,fixed,fixed
Tbi__HOG_733,338,TBI_08681-RA,206,4_Tbi_b3v08_scaf005190_pos_32589;4_Tbi_b3v08_scaf005190_pos_32588;4_Tbi_b3v08_scaf005190_pos_32587,fixed,fixed
Tbi__HOG_733,339,TBI_08681-RA,207,4_Tbi_b3v08_scaf005190_pos_32586;4_Tbi_b3v08_scaf005190_pos_32585;4_Tbi_b3v08_scaf005190_pos_32584,fixed,fixed
Tbi__HOG_733,340,TBI_08681-RA,208,4_Tbi_b3v08_scaf005190_pos_32013;4_Tbi_b3v08_scaf005190_pos_32012;4_Tbi_b3v08_scaf005190_pos_32011,fixed,fixed
Tbi__HOG_7746,154,TBI_00234-RA,83,4_Tbi_b3v08_scaf000076_pos_532544;4_Tbi_b3v08_scaf000076_pos_532543;4_Tbi_b3v08_scaf000076_pos_532542,fixed,fixed
Tbi__HOG_7746,156,TBI_00234-RA,85,4_Tbi_b3v08_scaf000076_pos_532538;4_Tbi_b3v08_scaf000076_pos_532537;4_Tbi_b3v08_scaf000076_pos_532536,fixed,fixed
Tbi__HOG_7746,158,TBI_00234-RA,87,4_Tbi_b3v08_scaf000076_pos_532532;4_Tbi_b3v08_scaf000076_pos_532531;4_Tbi_b3v08_scaf000076_pos_532530,fixed,fixed
Tbi__HOG_7746,159,TBI_00234-RA,88,4_Tbi_b3v08_scaf000076_pos_532529;4_Tbi_b3v08_scaf000076_pos_532528;4_Tbi_b3v08_scaf000076_pos_532527,fixed,fixed
Tbi__HOG_7746,160,TBI_00234-RA,89,4_Tbi_b3v08_scaf000076_pos_532526;4_Tbi_b3v08_scaf000076_pos_532525;4_Tbi_b3v08_scaf000076_pos_532524,fixed,fixed
Tbi__HOG_7746,161,TBI_00234-RA,90,4_Tbi_b3v08_scaf000076_pos_532523;4_Tbi_b3v08_scaf000076_pos_532522;4_Tbi_b3v08_scaf000076_pos_532521,fixed,fixed
Tbi__HOG_7746,162,TBI_00234-RA,91,4_Tbi_b3v08_scaf000076_pos_532520;4_Tbi_b3v08_scaf000076_pos_532519;4_Tbi_b3v08_scaf000076_pos_532518,fixed,fixed
Tbi__HOG_7746,164,TBI_00234-RA,93,4_Tbi_b3v08_scaf000076_pos_532514;4_Tbi_b3v08_scaf000076_pos_532513;4_Tbi_b3v08_scaf000076_pos_532512,fixed,fixed
Tbi__HOG_7746,165,TBI_00234-RA,94,4_Tbi_b3v08_scaf000076_pos_532511;4_Tbi_b3v08_scaf000076_pos_532510;4_Tbi_b3v08_scaf000076_pos_532509,fixed,fixed
Tbi__HOG_7746,166,TBI_00234-RA,95,4_Tbi_b3v08_scaf000076_pos_532508;4_Tbi_b3v08_scaf000076_pos_532507;4_Tbi_b3v08_scaf000076_pos_532506,fixed,fixed
Tbi__HOG_7746,169,TBI_00234-RA,98,4_Tbi_b3v08_scaf000076_pos_532499;4_Tbi_b3v08_scaf000076_pos_532498;4_Tbi_b3v08_scaf000076_pos_532497,fixed,fixed
Tbi__HOG_7746,172,TBI_00234-RA,101,4_Tbi_b3v08_scaf000076_pos_532490;4_Tbi_b3v08_scaf000076_pos_532489;4_Tbi_b3v08_scaf000076_pos_532488,fixed,fixed
Tbi__HOG_7746,173,TBI_00234-RA,102,4_Tbi_b3v08_scaf000076_pos_532487;4_Tbi_b3v08_scaf000076_pos_532486;4_Tbi_b3v08_scaf000076_pos_532485,fixed,fixed
Tbi__HOG_7746,175,TBI_00234-RA,104,4_Tbi_b3v08_scaf000076_pos_532481;4_Tbi_b3v08_scaf000076_pos_532480;4_Tbi_b3v08_scaf000076_pos_532479,fixed,fixed
