# HOG = Hierarchical orthologous group; sequence name given if present as a one-to-one HOG in at least 3 sister sp pairs (else = NA)
# species codes = Tbi = T. bartmani, Tce = T. cristinae, Tps = T. poppensis, Tcm = T. californicum, Tpa = T. podura, Tte = T. tahoe, Tms = T. monikensis, Tdi = T. douglasi, Tsi = T. shepardi, and Tge = T. genevievae
HOG	Tbi	Tte	Tce	Tms	Tcm	Tsi	Tpa	Tge	Tps	Tdi
HOG_17033	TBI_06194-RA	Tte_TRINITY_DN72926_c0_g1::Tte_TRINITY_DN72926_c0_g1_i1::g.8210::m.8210	TCE_12774-RA	TMS_06170-RA	TCM_04564-RA	TSI_06137-RA	TPA_05362-RA	Tge_TRINITY_DN60656_c0_g1::Tge_TRINITY_DN60656_c0_g1_i1::g.7904::m.7904	Tps_TRINITY_DN79141_c0_g3::Tps_TRINITY_DN79141_c0_g3_i1::g.7183::m.7183	Tdi_TRINITY_DN22003_c0_g1::Tdi_TRINITY_DN22003_c0_g1_i1::g.6279::m.6279
HOG_20740	TBI_07636-RA	TTE_10344-RA	TCE_02283-RA	TMS_05597-RA	TCM_10138-RA	TSI_09814-RA	TPA_12125-RA	TGE_06639-RA	TPS_10313-RA	TDI_06677-RA
HOG_2145	TBI_02182-RA	TTE_04634-RB	TCE_04849-RA	TMS_06608-RA	TCM_05280-RA	TSI_05933-RA	TPA_05526-RA	TGE_06869-RA	TPS_03357-RA	TDI_01453-RA
HOG_9259	TBI_10629-RA	TTE_01159-RA	TCE_03264-RA	TMS_02360-RA	TCM_02519-RB	TSI_02304-RA	TPA_05045-RA	TGE_03431-RA	TPS_08266-RA	TDI_10064-RA
HOG_1137	TBI_03357-RA	TTE_04091-RA	TCE_02207-RA	TMS_01703-RA	TCM_00947-RA	TSI_02951-RA	TPA_08311-RA	TGE_05366-RB	Tps_TRINITY_DN90473_c3_g3::Tps_TRINITY_DN90473_c3_g3_i2::g.7964::m.7964	TDI_00545-RA
HOG_2448	TBI_08320-RA	TTE_03833-RA	TCE_09234-RA	TMS_08559-RA	TCM_05276-RA	TSI_07258-RA	TPA_15402-RA	TGE_07146-RA	TPS_11709-RA	TDI_12344-RA
HOG_2449	TBI_07254-RA	TTE_06328-RA	TCE_10167-RA	TMS_03823-RA	TCM_07106-RA	TSI_08724-RA	Tpa_TRINITY_DN122416_c6_g1::Tpa_TRINITY_DN122416_c6_g1_i1::g.18039::m.18039	TGE_06848-RA	TPS_11034-RA	TDI_09569-RA
HOG_17017	TBI_11673-RA	TTE_12523-RA	TCE_13806-RA	TMS_06433-RA	TCM_14464-RA	TSI_13922-RA	TPA_12728-RA	TGE_11313-RA	TPS_15360-RA	TDI_13822-RA
HOG_1136	TBI_05935-RA	TTE_07331-RA	TCE_01897-RA	TMS_00082-RA	TCM_00308-RA	TSI_06431-RA	TPA_01208-RA	TGE_00397-RA	Tps_TRINITY_DN84804_c0_g1::Tps_TRINITY_DN84804_c0_g1_i2::g.5003::m.5003	TDI_07547-RA
HOG_7865	TBI_07191-RA	TTE_09356-RA	TCE_09229-RA	TMS_06523-RA	TCM_04836-RA	TSI_03840-RA	TPA_05143-RA	TGE_04100-RA	TPS_01316-RA	TDI_02491-RA
HOG_109	TBI_03952-RA	TTE_00895-RA	TCE_07828-RA	TMS_04377-RA	TCM_02664-RA	TSI_01712-RA	TPA_05224-RA	TGE_09816-RA	TPS_00561-RA	TDI_00068-RA
HOG_21618	TBI_04529-RA	TTE_05160-RA	TCE_03423-RA	TMS_05500-RA	TCM_09301-RA	TSI_01823-RA	TPA_05879-RA	TGE_02746-RA	TPS_01963-RA	TDI_02697-RA
HOG_22901	TBI_12114-RA	Tte_TRINITY_DN13131_c0_g1::Tte_TRINITY_DN13131_c0_g1_i1::g.23148::m.23148	Tce_TRINITY_DN82538_c0_g1::Tce_TRINITY_DN82538_c0_g1_i3::g.19648::m.19648	TMS_12028-RA	TCM_13900-RA	Tsi_TRINITY_DN22279_c0_g1::Tsi_TRINITY_DN22279_c0_g1_i1::g.22002::m.22002	TPA_11918-RA	Tge_TRINITY_DN40594_c0_g2::Tge_TRINITY_DN40594_c0_g2_i1::g.21461::m.21461	Tps_TRINITY_DN66433_c0_g1::Tps_TRINITY_DN66433_c0_g1_i3::g.18691::m.18691	Tdi_TRINITY_DN19556_c0_g1::Tdi_TRINITY_DN19556_c0_g1_i1::g.20144::m.20144
HOG_22902	TBI_04269-RA	TTE_05113-RA	TCE_02130-RA	TMS_07354-RA	TCM_02254-RA	TSI_05700-RA	TPA_06162-RA	TGE_07404-RA	TPS_02707-RA	TDI_03701-RA
HOG_21616	TBI_06602-RA	TTE_05207-RA	TCE_00373-RA	TMS_09581-RA	TCM_06098-RA	TSI_07985-RA	Tpa_TRINITY_DN162746_c0_g1::Tpa_TRINITY_DN162746_c0_g1_i1::g.14538::m.14538	TGE_00444-RA	TPS_09203-RA	TDI_08142-RA
HOG_21612	TBI_01074-RA	TTE_07854-RA	TCE_09334-RB	TMS_08016-RA	TCM_14432-RA	TSI_05693-RA	TPA_01572-RA	TGE_03223-RA	TPS_04919-RA	TDI_03385-RA
HOG_16813	TBI_02947-RA	TTE_00765-RA	TCE_02005-RA	Tms_TRINITY_DN13263_c0_g1::Tms_TRINITY_DN13263_c0_g1_i1::g.11936::m.11936	TCM_13541-RA	TSI_06349-RA	TPA_10828-RA	TGE_00948-RA	TPS_11480-RA	TDI_12526-RA
HOG_16812	TBI_02783-RA	TTE_02298-RA	TCE_01444-RA	TMS_01432-RA	TCM_01151-RA	TSI_02103-RA	TPA_00015-RA	TGE_02489-RA	TPS_01196-RA	TDI_00936-RA
HOG_16817	TBI_08949-RA	TTE_08893-RA	TCE_11067-RA	TMS_11256-RA	TCM_12444-RA	TSI_10388-RA	TPA_08863-RA	TGE_08391-RA	TPS_07806-RA	TDI_05576-RA
HOG_16816	TBI_08038-RA	TTE_01623-RA	TCE_10940-RA	TMS_05140-RA	TCM_04873-RA	TSI_06511-RA	TPA_16374-RA	TGE_09303-RA	TPS_15547-RA	TDI_07443-RA
HOG_21291	TBI_09881-RA	TTE_10352-RA	TCE_11053-RA	TMS_02547-RA	TCM_10701-RA	TSI_11016-RA	TPA_08427-RA	TGE_01769-RA	TPS_11570-RA	TDI_13110-RA
HOG_21290	Tbi_TRINITY_DN43078_c0_g1::Tbi_TRINITY_DN43078_c0_g1_i1::g.17948::m.17948	Tte_TRINITY_DN59489_c0_g1::Tte_TRINITY_DN59489_c0_g1_i1::g.19442::m.19442	Tce_TRINITY_DN100850_c0_g1::Tce_TRINITY_DN100850_c0_g1_i1::g.15189::m.15189	Tms_TRINITY_DN7354_c0_g2::Tms_TRINITY_DN7354_c0_g2_i1::g.21114::m.21114	Tcm_TRINITY_DN95970_c0_g1::Tcm_TRINITY_DN95970_c0_g1_i1::g.13059::m.13059	Tsi_TRINITY_DN40491_c0_g1::Tsi_TRINITY_DN40491_c0_g1_i1::g.16099::m.16099	Tpa_TRINITY_DN129859_c0_g1::Tpa_TRINITY_DN129859_c0_g1_i1::g.14259::m.14259	Tge_TRINITY_DN23114_c0_g2::Tge_TRINITY_DN23114_c0_g2_i1::g.16953::m.16953	Tps_TRINITY_DN80219_c0_g1::Tps_TRINITY_DN80219_c0_g1_i1::g.13534::m.13534	Tdi_TRINITY_DN67251_c0_g1::Tdi_TRINITY_DN67251_c0_g1_i1::g.13769::m.13769
HOG_21924	TBI_04182-RA	TTE_02677-RA	TCE_02385-RA	TMS_02621-RA	TCM_01751-RA	TSI_07110-RA	TPA_09502-RA	Tge_TRINITY_DN33208_c0_g1::Tge_TRINITY_DN33208_c0_g1_i3::g.12936::m.12936	TPS_01644-RA	TDI_02642-RA
HOG_21295	TBI_08221-RA	TTE_11142-RA	TCE_03164-RA	TMS_08892-RA	TCM_11186-RA	TSI_09931-RA	TPA_06890-RA	TGE_10611-RA	TPS_05039-RA	TDI_05026-RB
HOG_21294	TBI_12229-RA	TTE_03070-RA	TCE_05446-RA	TMS_02322-RA	TCM_03550-RA	TSI_05584-RA	TPA_04629-RA	TGE_03930-RA	TPS_14972-RA	TDI_03331-RA
HOG_21297	TBI_06074-RA	TTE_06554-RA	TCE_03283-RA	TMS_02495-RA	TCM_00881-RA	TSI_00331-RA	TPA_09133-RA	TGE_01572-RA	TPS_04618-RA	TDI_05329-RA
HOG_21296	TBI_07359-RA	TTE_08265-RA	TCE_07407-RA	TMS_07500-RA	TCM_11831-RA	TSI_08252-RA	TPA_09036-RA	TGE_05907-RA	TPS_08209-RA	TDI_07884-RA
HOG_12123	TBI_00062-RA	TTE_04355-RA	TCE_00849-RA	TMS_08958-RA	TCM_02013-RA	TSI_14018-RA	TPA_16141-RA	TGE_00231-RA	TPS_05063-RA	TDI_00022-RA
HOG_6052	TBI_04562-RA	TTE_02452-RA	TCE_03286-RA	TMS_02086-RA	TCM_00876-RA	TSI_00337-RA	TPA_10840-RA	TGE_01957-RA	TPS_00965-RA	TDI_01057-RA
HOG_20520	Tbi_TRINITY_DN69276_c7_g1::Tbi_TRINITY_DN69276_c7_g1_i1::g.7544::m.7544	Tte_TRINITY_DN29435_c0_g1::Tte_TRINITY_DN29435_c0_g1_i1::g.10421::m.10421	Tce_TRINITY_DN107566_c6_g1::Tce_TRINITY_DN107566_c6_g1_i1::g.7252::m.7252	Tms_TRINITY_DN12915_c0_g1::Tms_TRINITY_DN12915_c0_g1_i1::g.6544::m.6544	Tcm_TRINITY_DN107446_c0_g2::Tcm_TRINITY_DN107446_c0_g2_i2::g.9404::m.9404	Tsi_TRINITY_DN31834_c1_g1::Tsi_TRINITY_DN31834_c1_g1_i1::g.4278::m.4278	TPA_00967-RA	Tge_TRINITY_DN40301_c0_g1::Tge_TRINITY_DN40301_c0_g1_i1::g.15076::m.15076	Tps_TRINITY_DN95756_c0_g4::Tps_TRINITY_DN95756_c0_g4_i2::g.5349::m.5349	Tdi_TRINITY_DN27905_c0_g1::Tdi_TRINITY_DN27905_c0_g1_i1::g.3971::m.3971
HOG_2328	TBI_07448-RA	Tte_TRINITY_DN76738_c0_g1::Tte_TRINITY_DN76738_c0_g1_i1::g.23810::m.23810	TCE_13635-RA	Tms_TRINITY_DN73164_c0_g1::Tms_TRINITY_DN73164_c0_g1_i1::g.22649::m.22649	TCM_08358-RA	TSI_09314-RA	TPA_03438-RA	TGE_09002-RA	TPS_11457-RA	TDI_12411-RA
HOG_20522	TBI_06390-RA	TTE_06937-RA	TCE_05739-RA	TMS_06274-RA	TCM_02888-RB	TSI_09281-RA	TPA_07864-RA	TGE_04306-RA	TPS_03201-RA	TDI_05540-RA
HOG_20525	TBI_00613-RA	TTE_04216-RA	TCE_00154-RA	TMS_00984-RA	Tcm_TRINITY_DN100950_c1_g8::Tcm_TRINITY_DN100950_c1_g8_i1::g.8101::m.8101	Tsi_TRINITY_DN19487_c0_g1::Tsi_TRINITY_DN19487_c0_g1_i1::g.17624::m.17624	TPA_10236-RA	TGE_06146-RA	TPS_02319-RA	TDI_04514-RA
HOG_20527	TBI_02415-RA	TTE_07534-RA	TCE_11257-RA	TMS_09558-RA	TCM_01513-RA	TSI_02115-RA	TPA_05422-RA	TGE_07902-RA	TPS_10047-RA	TDI_05800-RB
HOG_20529	TBI_06738-RA	TTE_01540-RA	TCE_08070-RA	TMS_09997-RA	TCM_02481-RA	TSI_01686-RA	TPA_02077-RA	TGE_03179-RA	TPS_08769-RA	TDI_01877-RA
HOG_18451	TBI_05970-RA	TTE_06637-RA	TCE_06431-RA	TMS_04730-RA	TCM_08399-RA	TSI_09356-RA	TPA_16247-RA	TGE_06219-RA	TPS_03513-RA	TDI_13415-RA
HOG_18457	TBI_12608-RA	TTE_08301-RA	TCE_03532-RA	TMS_05645-RA	TCM_10723-RA	TSI_05267-RA	TPA_06648-RA	TGE_06353-RA	TPS_13829-RA	TDI_11702-RA
HOG_21227	TBI_05627-RA	TTE_04920-RA	TCE_04369-RA	TMS_02844-RA	TCM_02348-RA	TSI_02143-RA	TPA_00550-RB	TGE_03977-RA	TPS_02150-RA	TDI_02634-RA
HOG_10895	TBI_00369-RA	TTE_00461-RA	TCE_00280-RA	TMS_00878-RA	TCM_00497-RA	TSI_00066-RA	TPA_02350-RA	TGE_00088-RA	TPS_00085-RA	TDI_01301-RA
HOG_17726	TBI_10998-RA	TTE_03282-RA	Tce_TRINITY_DN105143_c0_g1::Tce_TRINITY_DN105143_c0_g1_i1::g.3183::m.3183	TMS_03411-RA	Tcm_TRINITY_DN101216_c0_g1::Tcm_TRINITY_DN101216_c0_g1_i1::g.4071::m.4071	TSI_13408-RA	TPA_13711-RA	Tge_TRINITY_DN46515_c0_g1::Tge_TRINITY_DN46515_c0_g1_i1::g.2106::m.2106	Tps_TRINITY_DN95357_c0_g1::Tps_TRINITY_DN95357_c0_g1_i2::g.2671::m.2671	TDI_10323-RA
HOG_17720	TBI_00516-RA	TTE_00234-RA	TCE_01077-RA	TMS_02018-RA	TCM_00363-RA	TSI_00753-RA	TPA_06188-RA	TGE_01318-RA	TPS_01008-RA	TDI_04845-RA
HOG_24086	TBI_01072-RA	TTE_07856-RA	TCE_11959-RA	TMS_08013-RA	Tcm_TRINITY_DN93243_c0_g1::Tcm_TRINITY_DN93243_c0_g1_i4::g.10848::m.10848	Tsi_TRINITY_DN67093_c0_g1::Tsi_TRINITY_DN67093_c0_g1_i1::g.12793::m.12793	TPA_01570-RB	TGE_03225-RA	TPS_04917-RA	TDI_03386-RA
HOG_20714	TBI_05732-RA	TTE_10516-RA	TCE_02030-RA	TMS_07230-RA	TCM_06335-RA	TSI_02336-RA	TPA_00652-RA	TGE_02775-RB	TPS_03013-RA	TDI_03027-RB
HOG_24084	TBI_09848-RA	TTE_08987-RA	TCE_10591-RA	TMS_11183-RA	TCM_10462-RA	TSI_10432-RA	TPA_08001-RA	TGE_10095-RA	TPS_09454-RA	TDI_09763-RA
HOG_21728	TBI_06279-RA	TTE_12433-RA	TCE_04041-RA	TMS_04034-RA	TCM_08139-RA	TSI_08609-RA	TPA_12132-RA	TGE_05707-RA	TPS_07553-RA	TDI_06386-RA
HOG_16927	TBI_07770-RA	TTE_10766-RA	TCE_09372-RA	TMS_07721-RA	TCM_04384-RA	TSI_02354-RA	TPA_07420-RA	TGE_09455-RA	TPS_07833-RA	TDI_04056-RA
HOG_16921	Tbi_TRINITY_DN61436_c0_g1::Tbi_TRINITY_DN61436_c0_g1_i1::g.7540::m.7540	Tte_TRINITY_DN24458_c0_g1::Tte_TRINITY_DN24458_c0_g1_i2::g.9534::m.9534	TCE_05571-RA	TMS_08636-RA	TCM_07999-RA	TSI_08152-RA	TPA_15828-RA	TGE_05128-RA	TPS_05771-RA	TDI_06170-RA
HOG_4529	TBI_06687-RA	TTE_11259-RA	TCE_12030-RA	TMS_10171-RB	TCM_09714-RA	TSI_11574-RA	TPA_13193-RA	TGE_08042-RA	TPS_10720-RA	TDI_11263-RA
HOG_7516	TBI_10838-RA	TTE_08179-RA	TCE_06625-RA	TMS_09435-RA	TCM_09544-RA	TSI_05751-RA	TPA_04652-RA	Tge_TRINITY_DN64346_c0_g1::Tge_TRINITY_DN64346_c0_g1_i1::g.25284::m.25284	TPS_05317-RA	TDI_06624-RA
HOG_21721	TBI_11003-RA	TTE_07200-RA	TCE_06601-RA	TMS_09359-RA	TCM_09928-RA	TSI_08397-RA	TPA_12544-RA	TGE_07949-RA	TPS_05881-RA	TDI_09505-RA
HOG_18856	TBI_08482-RA	TTE_12679-RA	TCE_05252-RA	TMS_10642-RA	TCM_12656-RA	TSI_07793-RA	TPA_15476-RA	TGE_11299-RA	TPS_15568-RA	TDI_13361-RA
HOG_3511	TBI_05817-RA	TTE_09994-RA	TCE_02644-RA	TMS_11864-RA	TCM_03167-RA	TSI_01730-RA	TPA_02322-RA	TGE_03505-RA	TPS_04247-RA	TDI_03142-RA
HOG_16929	TBI_06786-RA	TTE_05290-RA	TCE_02744-RA	TMS_04218-RA	TCM_09910-RA	TSI_10694-RA	TPA_07024-RA	TGE_04369-RA	TPS_06995-RA	TDI_08918-RA
HOG_21724	TBI_09475-RA	TTE_08846-RA	TCE_10746-RA	TMS_11116-RA	TCM_13271-RA	TSI_10697-RA	TPA_08903-RA	Tge_TRINITY_DN46691_c0_g2::Tge_TRINITY_DN46691_c0_g2_i1::g.1058::m.1058	TPS_13247-RA	TDI_11949-RA
HOG_21726	TBI_08070-RA	TTE_10751-RA	TCE_06146-RA	TMS_06336-RB	TCM_04050-RA	TSI_10416-RA	TPA_06329-RA	TGE_09792-RA	TPS_09610-RA	TDI_00413-RA
HOG_2688	TBI_02338-RA	TTE_05459-RA	TCE_09139-RA	TMS_08609-RA	TCM_06185-RA	TSI_06340-RA	TPA_13203-RA	TGE_01026-RA	TPS_13043-RA	TDI_05922-RA
HOG_20158	TBI_02393-RA	TTE_00238-RA	TCE_07632-RA	TMS_02022-RA	TCM_00367-RA	TSI_00884-RA	TPA_00679-RA	TGE_01196-RA	TPS_00850-RA	TDI_00911-RA
HOG_2686	TBI_04175-RA	TTE_07072-RA	TCE_05987-RA	TMS_09223-RA	TCM_06131-RA	TSI_02743-RA	TPA_14367-RA	TGE_08626-RA	TPS_04358-RA	Tdi_TRINITY_DN32232_c8_g1::Tdi_TRINITY_DN32232_c8_g1_i1::g.19393::m.19393
HOG_2687	TBI_08614-RA	TTE_08074-RA	TCE_05974-RB	TMS_05278-RA	TCM_05125-RA	TSI_04091-RA	TPA_13393-RA	TGE_06229-RA	TPS_04239-RA	TDI_05774-RA
HOG_2680	Tbi_TRINITY_DN65524_c1_g4::Tbi_TRINITY_DN65524_c1_g4_i1::g.14705::m.14705	TTE_06172-RA	TCE_11095-RA	TMS_05537-RA	TCM_06565-RA	TSI_05988-RA	TPA_15778-RA	TGE_04503-RA	TPS_11147-RA	TDI_11081-RA
HOG_20223	TBI_01401-RA	TTE_02775-RA	TCE_04613-RA	TMS_03361-RA	TCM_01945-RB	TSI_00739-RB	TPA_00337-RA	TGE_04121-RB	TPS_06484-RB	TDI_00638-RA
HOG_20222	TBI_04788-RA	TTE_09487-RA	TCE_02606-RA	TMS_08389-RA	TCM_10906-RA	TSI_10958-RA	Tpa_TRINITY_DN124035_c0_g1::Tpa_TRINITY_DN124035_c0_g1_i1::g.17785::m.17785	TGE_10413-RA	TPS_10594-RA	TDI_09910-RA
HOG_7510	Tbi_TRINITY_DN73902_c0_g1::Tbi_TRINITY_DN73902_c0_g1_i1::g.26325::m.26325	Tte_TRINITY_DN7663_c0_g1::Tte_TRINITY_DN7663_c0_g1_i1::g.31094::m.31094	Tce_TRINITY_DN118096_c0_g1::Tce_TRINITY_DN118096_c0_g1_i1::g.24931::m.24931	Tms_TRINITY_DN63148_c0_g1::Tms_TRINITY_DN63148_c0_g1_i1::g.30162::m.30162	Tcm_TRINITY_DN86209_c0_g1::Tcm_TRINITY_DN86209_c0_g1_i1::g.23767::m.23767	Tsi_TRINITY_DN32604_c0_g1::Tsi_TRINITY_DN32604_c0_g1_i1::g.29406::m.29406	Tpa_TRINITY_DN114965_c0_g1::Tpa_TRINITY_DN114965_c0_g1_i1::g.24294::m.24294	Tge_TRINITY_DN43949_c0_g3::Tge_TRINITY_DN43949_c0_g3_i1::g.24379::m.24379	Tps_TRINITY_DN68265_c0_g1::Tps_TRINITY_DN68265_c0_g1_i1::g.23230::m.23230	Tdi_TRINITY_DN20815_c0_g1::Tdi_TRINITY_DN20815_c0_g1_i1::g.28177::m.28177
HOG_10162	TBI_04035-RB	TTE_05011-RA	TCE_03764-RA	TMS_06420-RA	TCM_05373-RA	TSI_09513-RA	TPA_03004-RA	TGE_05415-RA	TPS_01224-RA	TDI_06068-RA
HOG_99	TBI_03949-RA	TTE_01746-RA	TCE_05857-RA	Tms_TRINITY_DN20909_c0_g1::Tms_TRINITY_DN20909_c0_g1_i1::g.10875::m.10875	TCM_02660-RA	Tsi_TRINITY_DN60992_c0_g1::Tsi_TRINITY_DN60992_c0_g1_i1::g.10793::m.10793	TPA_10583-RA	Tge_TRINITY_DN37514_c0_g1::Tge_TRINITY_DN37514_c0_g1_i1::g.15671::m.15671	Tps_TRINITY_DN94573_c1_g1::Tps_TRINITY_DN94573_c1_g1_i2::g.2863::m.2863	Tdi_TRINITY_DN26618_c0_g1::Tdi_TRINITY_DN26618_c0_g1_i1::g.1313::m.1313
HOG_9746	TBI_01789-RA	TTE_01962-RA	TCE_02072-RA	TMS_02174-RA	TCM_02110-RA	TSI_03833-RA	TPA_04091-RA	TGE_01612-RA	TPS_00735-RA	TDI_00927-RA
HOG_20418	TBI_00366-RA	TTE_00123-RA	TCE_06614-RA	TMS_01984-RA	TCM_00959-RA	TSI_00324-RA	TPA_11842-RA	TGE_11600-RA	TPS_03020-RA	TDI_04121-RA
HOG_5109	Tbi_TRINITY_DN106627_c0_g1::Tbi_TRINITY_DN106627_c0_g1_i1::g.24644::m.24644	Tte_TRINITY_DN51995_c0_g1::Tte_TRINITY_DN51995_c0_g1_i1::g.29385::m.29385	Tce_TRINITY_DN63741_c0_g1::Tce_TRINITY_DN63741_c0_g1_i1::g.24761::m.24761	Tms_TRINITY_DN5624_c0_g1::Tms_TRINITY_DN5624_c0_g1_i1::g.29935::m.29935	Tcm_TRINITY_DN118627_c0_g1::Tcm_TRINITY_DN118627_c0_g1_i1::g.20614::m.20614	Tsi_TRINITY_DN69312_c0_g1::Tsi_TRINITY_DN69312_c0_g1_i1::g.27279::m.27279	TPA_16381-RA	Tge_TRINITY_DN75932_c0_g1::Tge_TRINITY_DN75932_c0_g1_i1::g.26997::m.26997	TPS_06931-RA	Tdi_TRINITY_DN4236_c0_g1::Tdi_TRINITY_DN4236_c0_g1_i1::g.22928::m.22928
HOG_92	TBI_04342-RA	TTE_04041-RA	TCE_02912-RA	TMS_02740-RA	TCM_02695-RA	TSI_04704-RA	TPA_06580-RA	TGE_02637-RA	TPS_04129-RA	TDI_03162-RA
HOG_20411	TBI_07793-RA	TTE_07888-RA	TCE_07680-RA	TMS_10780-RA	TCM_10703-RA	TSI_10278-RA	TPA_07358-RA	TGE_05726-RA	TPS_06514-RA	TDI_07027-RA
HOG_96	TBI_03545-RA	TTE_02472-RA	TCE_04707-RA	TMS_01757-RA	TCM_03123-RA	TSI_02284-RA	TPA_01893-RA	TGE_05716-RA	Tps_TRINITY_DN95317_c0_g1::Tps_TRINITY_DN95317_c0_g1_i2::g.16434::m.16434	TDI_02435-RA
HOG_3207	TBI_03456-RA	TTE_01180-RA	TCE_09621-RA	TMS_04856-RA	TCM_03646-RA	Tsi_TRINITY_DN25749_c0_g1::Tsi_TRINITY_DN25749_c0_g1_i1::g.18599::m.18599	Tpa_TRINITY_DN121642_c0_g1::Tpa_TRINITY_DN121642_c0_g1_i1::g.16331::m.16331	TGE_00772-RA	TPS_13439-RA	TDI_05440-RA
HOG_1990	Tbi_TRINITY_DN48119_c0_g1::Tbi_TRINITY_DN48119_c0_g1_i1::g.18916::m.18916	TTE_07451-RA	Tce_TRINITY_DN104167_c0_g1::Tce_TRINITY_DN104167_c0_g1_i1::g.17972::m.17972	Tms_TRINITY_DN17959_c0_g1::Tms_TRINITY_DN17959_c0_g1_i1::g.19496::m.19496	Tcm_TRINITY_DN98702_c0_g1::Tcm_TRINITY_DN98702_c0_g1_i1::g.16744::m.16744	TSI_08474-RA	TPA_14128-RA	TGE_04195-RA	TPS_09514-RA	TDI_10559-RA
HOG_24157	TBI_07572-RA	Tte_TRINITY_DN13193_c0_g1::Tte_TRINITY_DN13193_c0_g1_i1::g.21692::m.21692	TCE_10238-RA	TMS_06289-RA	TCM_04267-RA	TSI_04991-RA	TPA_00325-RA	Tge_TRINITY_DN47460_c5_g1::Tge_TRINITY_DN47460_c5_g1_i1::g.12205::m.12205	TPS_01248-RA	Tdi_TRINITY_DN21928_c0_g1::Tdi_TRINITY_DN21928_c0_g1_i2::g.19438::m.19438
HOG_21436	TBI_06904-RA	Tte_TRINITY_DN26067_c1_g1::Tte_TRINITY_DN26067_c1_g1_i1::g.2213::m.2213	TCE_11831-RA	Tms_TRINITY_DN74631_c0_g1::Tms_TRINITY_DN74631_c0_g1_i1::g.18408::m.18408	TCM_06651-RA	TSI_06099-RA	TPA_01960-RA	TGE_02243-RA	Tps_TRINITY_DN81132_c0_g1::Tps_TRINITY_DN81132_c0_g1_i2::g.11858::m.11858	TDI_06936-RA
HOG_20225	Tbi_TRINITY_DN64673_c0_g1::Tbi_TRINITY_DN64673_c0_g1_i2::g.14128::m.14128	TTE_08468-RA	TCE_13507-RA	Tms_TRINITY_DN27983_c0_g2::Tms_TRINITY_DN27983_c0_g2_i1::g.13336::m.13336	Tcm_TRINITY_DN97678_c0_g1::Tcm_TRINITY_DN97678_c0_g1_i2::g.12909::m.12909	TSI_13888-RA	Tpa_TRINITY_DN139251_c1_g4::Tpa_TRINITY_DN139251_c1_g4_i5::g.11165::m.11165	TGE_11949-RA	TPS_15233-RA	Tdi_TRINITY_DN14397_c0_g1::Tdi_TRINITY_DN14397_c0_g1_i3::g.11816::m.11816
HOG_21433	TBI_05589-RA	TTE_05612-RB	TCE_06937-RB	TMS_07958-RB	TCM_07605-RA	TSI_06284-RA	TPA_01332-RB	TGE_06984-RA	TPS_04597-RB	TDI_07215-RB
HOG_1996	TBI_04486-RA	TTE_09098-RA	TCE_00981-RA	TMS_04254-RA	Tcm_TRINITY_DN96614_c0_g1::Tcm_TRINITY_DN96614_c0_g1_i1::g.8272::m.8272	TSI_03523-RA	TPA_09538-RA	TGE_05927-RA	TPS_00861-RA	TDI_02713-RA
HOG_3209	TBI_03068-RA	TTE_02714-RA	TCE_10302-RA	TMS_01218-RA	TCM_02060-RA	TSI_05899-RA	TPA_01284-RA	TGE_11189-RA	TPS_01091-RA	TDI_02082-RA
HOG_19402	Tbi_TRINITY_DN67326_c0_g1::Tbi_TRINITY_DN67326_c0_g1_i2::g.9769::m.9769	TTE_01974-RA	Tce_TRINITY_DN105112_c0_g1::Tce_TRINITY_DN105112_c0_g1_i8::g.7857::m.7857	Tms_TRINITY_DN29636_c1_g1::Tms_TRINITY_DN29636_c1_g1_i7::g.6213::m.6213	TCM_09235-RA	TSI_01530-RA	TPA_15071-RA	Tge_TRINITY_DN45974_c0_g1::Tge_TRINITY_DN45974_c0_g1_i1::g.8595::m.8595	TPS_08443-RA	TDI_13232-RA
HOG_3012	TBI_08531-RA	TTE_09613-RA	TCE_09565-RA	TMS_06968-RA	TCM_06300-RA	TSI_08202-RA	TPA_04851-RA	TGE_03266-RA	TPS_09547-RA	TDI_05446-RA
HOG_21256	TBI_09527-RA	TTE_07192-RA	TCE_06779-RA	TMS_08044-RA	TCM_06571-RA	TSI_04924-RA	Tpa_TRINITY_DN143097_c1_g1::Tpa_TRINITY_DN143097_c1_g1_i2::g.1735::m.1735	TGE_08393-RA	TPS_04126-RA	TDI_07434-RA
HOG_8839	TBI_03934-RA	TTE_05959-RA	TCE_08258-RA	TMS_05559-RA	TCM_03516-RA	TSI_04183-RA	TPA_03366-RA	TGE_03745-RA	TPS_06694-RA	TDI_04406-RA
HOG_24367	TBI_14004-RA	TTE_12559-RA	TCE_09153-RA	TMS_03330-RA	TCM_07474-RA	TSI_07739-RA	TPA_14875-RA	TGE_04915-RA	TPS_09522-RA	TDI_04128-RA
HOG_18923	TBI_00324-RA	TTE_08730-RA	TCE_00084-RA	TMS_00279-RD	TCM_01194-RC	Tsi_TRINITY_DN27172_c0_g1::Tsi_TRINITY_DN27172_c0_g1_i3::g.2746::m.2746	TPA_00443-RA	TGE_01686-RA	TPS_02041-RA	TDI_00451-RA
